transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
JMQD254E6X53DP,4.31305E+12,online,Nrima Prasetya,F,1985,M7B,BKN - Blok M,1,B03196P,RSIA Duren Tiga 2,-6.253509,106.84135,23,4/18/2023 18:16,B00938P,Jln. Bina Harapan,-6.254258,106.84271,24,4/18/2023 19:41,
UHHI338P8S50SB,4.9883E+15,dki,Yuliana Mayasari,M,1994,T21,Palem Semi - Bundaran Senayan,1,B00222P,Bundaran Senayan 2,-6.227877,106.80068,0,4/18/2023 20:09,B01440P,Jln. Palem Jepang Baru,-6.218391,106.61589,13,4/18/2023 21:41,20000
ZHIZ711Z0J49TO,2.13109E+14,emoney,Muni Saragih,M,2006,2,Pulo Gadung - Monas,1,P00150,Pasar Cempaka Putih,-6.172325,106.86246,7,4/18/2023 17:46,P00005,ASMI,-6.171797,106.8888,12,4/18/2023 19:37,3500
WVRV636X1E74TH,3.77528E+14,emoney,Kani Hariyah,F,1983,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,0,B05739P,The Wave,-6.214587,106.83642,29,4/18/2023 18:08,B05644P,Taman Rasuna Tower 17,-6.217105,106.83598,30,4/18/2023 19:52,3500
YVEU316W7N45YF,3.50658E+15,dki,"drg. Karna Lestari, M.Kom.",M,2003,6C,Stasiun Tebet - Karet via Patra Kuningan,0,B04016P,Sbr. Manhattan Hotel,-6.225591,106.83013,15,4/18/2023 19:33,,Karet Pedurenan 1,-6.221933,106.82093,19,4/18/2023 21:33,3500
TERF943M1T61GG,1.80077E+14,emoney,Shakila Siregar,M,1994,JAK.02,Kampung Melayu - Duren Sawit,0,B00138P,Bidara Cina 1,-6.229954,106.86735,1,4/18/2023 17:55,B06072P,Jln. Panti Asuhan,-6.229585,106.87395,6,4/18/2023 19:51,0
FHGE379O9Z21WI,3.51209E+15,dki,Nurul Prasasta,F,1982,3C,Rusun Kapuk Muara - Penjaringan,1,P00170,Penjaringan,-6.126306,106.79203,0,4/18/2023 21:04,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,1,4/18/2023 21:56,0
AWDB360X7P30HF,4.36414E+18,brizzi,Harsaya Utama,F,2001,13D,Puri Beta - Ragunan,1,P00164,Pejaten,-6.278404,106.82972,4,4/18/2023 21:53,P00221,Seskoal,-6.238064,106.77121,17,4/18/2023 23:46,3500
JUVD738X1K73AC,3.78347E+14,emoney,Radit Usamah,F,1974,T11,Poris Plawad - Bundaran Senayan,1,B00808P,Islamic,-6.228521,106.61473,8,4/18/2023 17:51,B05855P,Victoria Park 2,-6.197681,106.62187,16,4/18/2023 19:38,3500
KAAK055V2J28ZM,3.5597E+15,dki,Darman Salahudin,M,1983,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,B03405P,SDN Penggilingan,-6.205255,106.93004,13,4/18/2023 19:56,P00258,Tipar Cakung,-6.183387,106.92463,31,4/18/2023 21:21,3500
GNBF891B7J64GZ,3.47106E+14,emoney,Agnes Oktaviani,F,1993,T11,Poris Plawad - Bundaran Senayan,1,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,2,4/18/2023 18:40,P00226,Slipi Kemanggisan Arah Utara,-6.189906,106.79694,4,4/18/2023 20:21,3500
QORI890O8A43TE,2.37986E+15,dki,Puti Salwa Nainggolan,M,2011,9,Pinang Ranti - Pluit,1,P00279,Pancoran Tugu Arah Timur,-6.243082,106.84392,17,4/18/2023 20:41,P00040,Cikoko Stasiun Cawang Arah Timur,-6.243028,106.85814,19,4/18/2023 21:32,3500
QAVM056M9M22GE,4.58033E+12,online,Citra Puspasari,F,1985,JAK.13,Tanah Abang - Jembatan Lima,0,B01488P,Jln. Petojo Barat V,-6.163077,106.81043,19,4/18/2023 21:40,B03066P,Puskesmas Tambora,-6.147656,106.80718,31,4/18/2023 23:06,0
TYMH311K4C55FH,4.82103E+12,online,Raisa Palastri,F,2004,JAK.30,Grogol - Meruya via Roxy,1,B03398P,SDN Meruya Utara 02 Pagi,-6.199267,106.74166,18,4/18/2023 19:21,B04071P,Sbr. Masjid Nurul Falah Grogol,-6.170757,106.78477,53,4/18/2023 20:50,0
FRXM869T0Q24TM,1.80079E+14,emoney,Rafid Pranowo,F,2004,6U,Blok M - Pasar Minggu,0,B06632P,Buncit Indah 2,-6.274071,106.83047,19,4/18/2023 19:54,B06029P,Koperasi,-6.285978,106.83071,22,4/18/2023 21:30,3500
RPUR204E5G39IV,6.59453E+15,dki,T. Raden Kuswandari,M,1948,JAK.42,Kampung Melayu - Pondok Kelapa,0,B03977P,Sbr. Komplek Pacul Mas,-6.221005,106.89961,22,4/18/2023 20:38,B05828P,Univ. Darma Persada 2,-6.230546,106.92473,36,4/18/2023 21:29,0
XXEC408R8Y41ZB,1.80044E+14,emoney,Leo Wastuti,M,2007,JAK.113,Rusun Sindang Koja - Kp. Sawah,1,B00179P,BPJS Ketenagakerjaan Marunda,-6.104983,106.93254,6,4/18/2023 19:50,B03211P,RSUD Koja,-6.108205,106.89982,18,4/18/2023 20:46,0
UCHT087V1S36YQ,4.80675E+15,dki,"KH. Ajiono Farida, M.Farm",F,1983,JAK.11,Tanah Abang - Kebayoran Lama,1,B00594P,Gedung ATC,-6.18872,106.80832,38,4/18/2023 20:31,,,,,,,0
VMMN411W5J21RW,5.01845E+11,flazz,Yahya Namaga,F,1994,9F,Rusun Tambora - Pluit,1,P00090,Jembatan Dua,-6.143279,106.79352,3,4/18/2023 21:07,B03295P,Rusun Tambora,-6.147327,106.798676,4,4/18/2023 22:23,0
XENX011S3A86EI,2.7205E+15,dki,Adiarja Waluyo,M,2002,6,Ragunan - Dukuh Atas 2,0,P00121,Kuningan Timur,-6.234731,106.82902,10,4/18/2023 20:11,P00298,Dukuh Atas 2,-6.204494,106.823327,18,4/18/2023 21:49,3500
JDCH686W9X36VB,3.04278E+13,bni,Tari Hutagalung,M,2009,JAK.30,Grogol - Meruya via Roxy,0,B02046P,Komplek Keuangan Saaba,-6.215101,106.73151,62,4/18/2023 21:08,B02810P,Perumahan Mawar Joglo,-6.215254,106.72525,65,4/18/2023 22:58,0
OUUE377M1O94XY,4.49829E+12,online,dr. Betania Saragih,F,1987,JAK.73,Jambore Cibubur - Pasar Rebo,0,B04721P,Simpang Belly 2,-6.332179,106.86749,13,4/18/2023 21:02,B06868P,Sbr. RS Harapan Bunda,-6.30186,106.868013,23,4/18/2023 22:23,0
NRLM137Q0U73AF,2.13119E+14,emoney,Jasmin Fujiati,F,1977,JAK.50,Kalideres - Puri Kembangan,1,B00842P,Jln. Al Falah Duri Kosambi,-6.178709,106.71726,30,4/18/2023 17:59,B03530P,Sbr. Gg. H. Anim Semanan,-6.168439,106.70621,39,4/18/2023 19:21,0
WXBQ485S9X02XT,4.93317E+12,online,Utama Hassanah,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,0,B05783P,TPU Karet Bivak,-6.201241,106.814,19,4/18/2023 20:13,B06783P,Rusun Karet Tengsin,-6.205086,106.810223,25,4/18/2023 21:49,
EOJJ792C7X59TC,3.46348E+14,emoney,"R. Kamila Ramadan, S.Farm",F,1989,JAK.117,Tanjung Priok - Tanah Merdeka,1,B02259P,Masjid Al Waqof,-6.110646,106.91733,2,4/18/2023 19:00,B01408P,Jln. Muncang,-6.116164,106.91033,5,4/18/2023 20:17,0
GXVG850Y6D72YF,3.02187E+13,bni,"dr. Aisyah Kusumo, M.Ak",F,1993,S21,Ciputat - CSW,1,B01304P,Jln. KRI Harimau,-6.253467,106.79112,6,4/18/2023 19:38,B02218P,Margaguna 2,-6.26343,106.78772,12,4/18/2023 21:07,3500
DDOF059L1D96RP,4.52882E+15,dki,Vino Sinaga,M,2000,1A,Pantai Maju - Balai Kota,0,B03322P,SD Diakonia 1,-6.112155,106.7893,16,4/18/2023 17:57,P00292,Harmoni Arah Selatan,-6.162687,106.81992,28,4/18/2023 18:52,3500
XHNA534Q6V23OX,6.76264E+11,flazz,"T. Damar Suwarno, M.Pd",F,1991,M13,Puri Beta 2 - Tendean,1,P00221,Seskoal,-6.238064,106.77121,6,4/18/2023 18:19,P00001,Adam Malik,-6.236466,106.74786,10,4/18/2023 19:55,3500
GJTI940E3Y55RC,2.29482E+15,dki,dr. Cayadi Yuliarti,F,1986,1K,Cibubur Junction - Blok M,1,B00589P,GBK Pintu 7,-6.222095,106.80861,5,4/18/2023 18:28,B03094P,Rest Area Cibubur,-6.339993,106.89078,9,4/18/2023 19:57,20000
IPGA683K3H77JU,3.57969E+15,dki,"Endra Nababan, M.Farm",F,2011,4D,Pulo Gadung 2 - Kuningan,0,P00047,Departemen Kesehatan,-6.228794,106.833205,19,4/18/2023 21:20,P00160,Patra Kuningan,-6.232677,106.832087,20,4/18/2023 23:11,3500
OLHU973E3L55NS,4.2792E+18,brizzi,Oskar Mangunsong,F,1995,8,Lebak Bulus - Pasar Baru via Tomang,0,P00128,Lebak Bulus,-6.289413,106.77415,0,4/18/2023 18:09,P00209,RS Tarakan,-6.171146,106.81011,21,4/18/2023 19:37,3500
MWEH025Y5W55JZ,6.01192E+15,dki,Shania Nuraini,F,1991,11M,Rusun Rawa Bebek - Bukit Duri,0,P00233,St. Jatinegara 2,-6.215601,106.86805,13,4/18/2023 18:42,B02282P,Masjid Attahiriyah,-6.225242,106.86019,16,4/18/2023 20:13,0
JBKU958I6Q58CR,4.85222E+12,online,"Lanang Setiawan, S.I.Kom",F,1994,D21,Universitas Indonesia - Lebak Bulus,1,B05508P,St. Tj. Barat 1,-6.307524,106.83926,23,4/18/2023 18:38,B05881P,Wijaya Kusuma,-6.333008,106.83567,32,4/18/2023 19:41,3500
IVRG209P0A76ZV,3.71938E+14,emoney,"Rosman Prasasta, M.Kom.",M,1989,D21,Universitas Indonesia - Lebak Bulus,1,B05569P,Syibi,-6.350345,106.83272,35,4/18/2023 17:13,B05830P,Univ. Indonesia,-6.353357,106.83186,36,4/18/2023 19:08,3500
VXZD195A8R64MS,4.13116E+18,brizzi,Indah Uyainah,F,1987,12H,Rusun Penjaringan - Penjaringan,0,B03285P,Rusun Penjaringan,-6.130702,106.79487,0,4/18/2023 20:53,P00170,Penjaringan,-6.126306,106.79203,1,4/18/2023 22:25,3500
ZDEL584Y8Q60RD,4.46935E+18,brizzi,"Cut Mila Samosir, M.M.",F,1968,JAK.75,Cililitan - Kp. Pulo,0,B03591P,Sbr. Gereja Oikumene,-6.262305,106.88696,2,4/18/2023 21:45,B03497P,Sbr. Gg. Ahmad Squadron,-6.269167,106.87759,24,4/18/2023 22:55,0
QOWE820U9B89BS,2.13121E+14,emoney,Jarwi Yolanda,M,2003,M13,Puri Beta 2 - Tendean,1,P00221,Seskoal,-6.238064,106.77121,6,4/18/2023 21:12,P00043,Cipulir,-6.237818,106.76541,7,4/18/2023 22:07,3500
LNEQ685I1E43EY,4.11606E+15,dki,Jais Marpaung,M,2007,S21,Ciputat - CSW,1,B05233P,Situ Gintung 2,-6.301629,106.76139,20,4/18/2023 18:43,B02904P,Polsek Ciputat 2,-6.310464,106.7551,24,4/18/2023 19:53,3500
SDZM298W9R42TS,3.54061E+15,dki,Jasmani Tamba,M,2002,6P,Cibubur - Kuningan,0,B02105P,Kuningan Timur 2,-6.235912,106.82765,3,4/18/2023 20:33,B01962P,Kemenkes 1,-6.230706,106.83284,5,4/18/2023 21:57,20000
SWVQ907N8K10PL,1.80083E+14,emoney,R.A. Wirda Safitri,F,1989,JAK.64,Lenteng Agung - Aseli,0,B04458P,Sbr. SMP Dan SMK Bakti 17,-6.348139,106.80957,8,4/18/2023 19:44,B00472P,Gg. H. Mesir,-6.337868,106.81624,14,4/18/2023 20:59,0
UBGA000Q0Z21UN,4.17618E+18,brizzi,Darsirah Sudiati,M,2008,M7B,BKN - Blok M,0,P00129,Mampang Prapatan,-6.242699,106.82572,17,4/18/2023 19:22,B06577P,Blok M Jalur 2,-6.243369,106.80188,24,4/18/2023 20:16,
GYTU825Z5A64LR,6.01196E+15,dki,"Hj. Putri Marpaung, S.Kom",M,1992,4,Pulo Gadung 2 - Tosari,0,P00167,Pemuda Rawamangun,-6.193488,106.89165,4,4/18/2023 20:20,P00159,Pasar Rumput,-6.207125,106.84112,13,4/18/2023 21:22,3500
NKVT557D3B35SA,4.8689E+15,dki,"drg. Salimah Pranowo, S.E.",M,1989,JAK.49,Lebak Bulus - Cipulir,0,B03409P,SDN Pesanggrahan 10 Pagi,-6.259198,106.75694,29,4/18/2023 21:22,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,49,4/18/2023 23:14,0
DQDF030C5Q92OQ,4.56193E+18,brizzi,Talia Utama,M,1973,JAK.18,Kalibata - Kuningan,0,B01316P,Jln. Lapangan Ros II Bukit Duri,-6.22434,106.85512,31,4/18/2023 17:55,P00275,Keselamatan,-6.222946,106.84745,42,4/18/2023 19:30,0
AEGB502N2H73DO,4.98015E+18,brizzi,Ir. Dinda Mandala,F,1993,JAK.112,Terminal Tanah Merah - Pulo Gadung,0,B02378P,Masjid Raya Al Musyawarah Kelapa Gading 2,-6.155338,106.90963,8,4/18/2023 19:04,B03821P,Sbr. Jln. Primanota,-6.167907,106.9111,15,4/18/2023 20:46,0
MALB383P0U08XK,4.22556E+15,dki,Karta Wahyuni,M,1978,JAK.33,Pulo Gadung - Kota,1,B02544P,Pacuan Kuda Pulo Mas 2,-6.179981,106.88736,65,4/18/2023 19:31,B05476P,St. LRT Pulo Mas 3,-6.176534,106.89379,73,4/18/2023 20:44,0
QJLM634D5A72PP,3.50795E+15,dki,Balijan Damanik,M,2003,B21,Bekasi Timur - Cawang,0,B02920P,Pom Bensin Mulyadi,-6.252929,107.02303,5,4/18/2023 18:16,B00665P,GP Mall 1,-6.259636,107.01988,9,4/18/2023 19:08,3500
IHQG947I3E04ZS,4.32727E+18,brizzi,Drs. Asirwanda Januar,F,1999,1B,Stasiun Palmerah - Tosari,1,P00104,Karet Sudirman,-6.212457,106.82003,2,4/18/2023 21:04,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,3,4/18/2023 22:22,3500
EWNI260V1A21UF,3.50439E+15,dki,Paiman Januar,F,1996,5F,Kampung Melayu - Tanah Abang,1,B01804P,Kampung Melayu Besar 2,-6.225314,106.86292,24,4/18/2023 20:18,B05512P,St. Tebet 3,-6.225604,106.85923,25,4/18/2023 22:09,3500
MAFZ005V1O06SI,4.6781E+12,online,Restu Pudjiastuti,M,1980,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B01578P,Jln. Serdang,-6.228906,106.91459,15,4/18/2023 18:44,P00169,Penggilingan,-6.214132,106.93961,25,4/18/2023 19:38,3500
SXHC658N6P67AH,6.53022E+15,dki,Azalea Sinaga,M,1979,S21,Ciputat - CSW,1,B02600P,Ps. Ciputat,-6.315627,106.74688,26,4/18/2023 17:38,B02919P,Pom Bensin Ciputat,-6.321313,106.74627,27,4/18/2023 18:31,3500
DMUB553G2C99ID,2.13171E+14,emoney,"Bahuwarna Prayoga, S.Sos",F,1983,6,Ragunan - Dukuh Atas 2,0,P00273,Warung Jati,-6.262364,106.82977,6,4/18/2023 18:55,P00047,Departemen Kesehatan,-6.228794,106.833205,12,4/18/2023 20:47,3500
MESK857H2T21QB,2.52762E+15,dki,Ciaobella Putra,M,1983,8C,Kebayoran Lama - Tanah Abang,0,B03001P,Pulo Kamboja,-6.215656,106.79376,11,4/18/2023 17:43,,Rusun Tanah Abang 2,-6.192171,106.81474,23,4/18/2023 18:39,3500
ZUJE254E6O97AX,2.13187E+14,emoney,Kenari Pangestu,M,1996,6H,Senen - Lebak Bulus,1,B00810P,Istiqlal 1,-6.172371,106.83071,33,4/18/2023 21:14,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,35,4/18/2023 22:41,3500
JFAJ529J1O76OC,2.13185E+14,emoney,Galih Saputra,F,2006,JAK.18,Kalibata - Kuningan,1,B02728P,Pengadegan Barat VII,-6.250143,106.85423,48,4/18/2023 21:35,B01992P,Klinik Kartika Pengadegan,-6.251312,106.85522,50,4/18/2023 22:42,0
AAUQ896J7T61FI,6.01119E+15,dki,"Emin Hutagalung, S.Gz",M,1975,,,0,B05883P,Wisma 77,-6.189545,106.79915,15,4/18/2023 19:31,,,,,,,0
KBNV983D6C63AU,3.56436E+15,dki,"Mila Ardianto, S.Pt",M,1971,10H,Tanjung Priok - Blok M,1,P00161,Pecenongan,-6.16771,106.82819,11,4/18/2023 19:04,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,16,4/18/2023 20:11,3500
FYNT705S0I68SU,4.52538E+18,brizzi,Gamani Wibisono,M,1978,JAK.88,Terminal Tanjung Priok - Ancol Barat,1,B05981P,Sbr. Musala Al Ishlah,-6.12769,106.81764,5,4/18/2023 18:16,B05968P,Budi Mulia 2,-6.13074,106.84195,13,4/18/2023 19:07,0
KWCG156Z2K88FV,4.61379E+15,dki,Zelaya Susanti,F,1980,5M,Kampung Melayu - Tanah Abang via Cikini,0,B05812P,Tugu Proklamasi,-6.202606,106.847711,13,4/18/2023 20:05,,,,,,,3500
XWAM391Z2K70QR,5.6717E+11,flazz,Aurora Waskita,M,2004,,,0,B01830P,Karang Asri 2,-6.116073,106.77399,16,4/18/2023 19:22,B05028P,Simpang Pakin 3,-6.129076,106.80514,32,4/18/2023 20:20,3500
KPQF775W7P39OZ,2.70826E+15,dki,Karta Waskita,M,2002,8C,Kebayoran Lama - Tanah Abang,1,B03252P,Ruko Permata Senayan 1,-6.219856,106.79176,26,4/18/2023 21:31,B02625P,Ps. Kebayoran Lama 1,-6.238477,106.7833,33,4/18/2023 23:02,3500
UMAI541S4E88BB,3.05398E+13,bni,KH. Asmuni Utama,F,1989,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1,B04395P,Sbr. Sekolah Saint Caroline,-6.157308,106.87164,37,4/18/2023 21:58,B03246P,Ruko Mega Grosir Cempaka Mas,-6.167009,106.87376,46,4/18/2023 23:56,0
XXWU156C8E34LN,3.51751E+15,dki,Endah Novitasari,M,1985,9E,Kebayoran Lama - Jelambar,1,B00104P,Balai Pertamina,-6.229555,106.79052,18,4/18/2023 19:22,P00155,Pasar Kebayoran Lama,-6.238413,106.78323,20,4/18/2023 20:35,3500
FTSB072O5T57XI,3.61623E+13,bni,Qori Yuliarti,M,2004,JAK.58,Cilincing - Rorotan,0,B03773P,Sbr. Jln. Malaka HB,-6.142374,106.95639,57,4/18/2023 17:55,,,,,,,0
EMGK081D8A95LN,3.54548E+15,dki,Ratih Anggraini,F,1994,JAK.112,Terminal Tanah Merah - Pulo Gadung,1,B00130P,Bermis 1,-6.178022,106.89853,8,4/18/2023 21:18,B01041P,Jln. Dewi Sinta,-6.167442,106.91,17,4/18/2023 22:14,0
EOGV846I2L56UW,3.67161E+13,bni,Cut Ellis Pradana,F,1982,JAK.60,Kelapa Gading - Rusun Kemayoran,0,B03447P,Sbr. Apartemen Gading Nias,-6.154013,106.91607,10,4/18/2023 20:50,B03718P,Sbr. Jln. H. Mawar Sunter,-6.157892,106.8677,44,4/18/2023 21:54,0
SRDZ978E5X53LB,3.01547E+13,bni,"Dr. Jasmani Hutasoit, S.E.I",F,2004,JAK.04,Grogol - Tubagus Angke,1,B03375P,SDN Jelambar Baru 01,-6.147765,106.78324,22,4/18/2023 18:47,B04534P,Sbr. Taman Permata Indah 1,-6.144081,106.78154,24,4/18/2023 20:37,0
TIBJ873L1C49IK,4.44602E+15,dki,"Wisnu Pratiwi, M.Ak",M,1991,JAK.34,Rawamangun - Klender,1,B01674P,Jln. Tegal Amba Rt03,-6.223017,106.90648,20,4/18/2023 18:49,B02530P,Naga Raya Duren Sawit,-6.224769,106.91146,24,4/18/2023 20:18,0
WCLC565G7T79ET,4.95796E+18,brizzi,Diana Putra,F,1985,M7B,BKN - Blok M,1,B04678P,Senopati,-6.230687,106.80809,3,4/18/2023 21:26,B05764P,TMP Kalibata,-6.255523,106.84561,25,4/18/2023 22:30,
WIYB379V2V74GI,3.52357E+15,dki,Laras Maheswara,M,1999,M10,PGC 2 - Tanjung Priok,0,P00033,Cawang UKI,-6.250309,106.8736,2,4/18/2023 21:53,P00042,Cipinang Kebon Nanas,-6.231659,106.87637,5,4/18/2023 23:07,3500
IKTO642X1O91VU,3.04419E+13,bni,Lili Purwanti,M,2007,JAK.26,Rawamangun - Duren Sawit,0,B00661P,GOR Pondok Bambu,-6.223465,106.904,11,4/18/2023 19:18,B03552P,Sbr. Gg. Padi Pelita Cipinang,-6.211895,106.88755,35,4/18/2023 20:21,0
GOWB998S4Y19QT,3.54445E+15,dki,Jarwa Novitasari,M,1996,2,Pulo Gadung - Monas,0,P00038,Cempaka Timur,-6.166584,106.87591,5,4/18/2023 17:53,P00137,Monas,-6.176248,106.82286,19,4/18/2023 18:50,3500
BZXO113M2V66OS,6.55877E+15,dki,Tgk. Nurul Pranowo,F,1992,JAK.84,Terminal Kampung Melayu - Kapin Raya,0,B01276P,Jln. Kesadaran Kali Malang,-6.239286,106.88739,13,4/18/2023 19:25,B01007P,Jln. Cipinang Bali III,-6.239272,106.89136,15,4/18/2023 21:20,0
OEEI454S2I82UW,3.51783E+15,dki,"Lurhur Winarno, S.H.",F,2006,1A,Pantai Maju - Balai Kota,1,B06047P,Gold Coast,-6.102693,106.74065,31,4/18/2023 21:50,B06040P,Pantai Maju,-6.093637,106.75068,34,4/18/2023 22:59,3500
YWOQ451A9E44GK,3.58537E+15,dki,Puti Kasiyah Adriansyah,F,1968,JAK.58,Cilincing - Rorotan,0,B01515P,Jln. Pratama I Rorotan,-6.141574,106.95616,56,4/18/2023 17:55,,,,,,,0
OLGM950J9D39WT,5.72846E+11,flazz,Soleh Natsir,F,2000,JAK.18,Kalibata - Kuningan,1,B02730P,Pengadegan Selatan III,-6.251274,106.855803,49,4/18/2023 18:40,B05436P,St. Duren Kalibata,-6.254264,106.85531,51,4/18/2023 19:37,0
ONDB645Y0K00RN,6.0111E+15,dki,Malika Usamah,M,1981,JAK.05,Semper - Rorotan,1,B03035P,Pusdiklatnas 1,-6.104867,106.9394,17,4/18/2023 18:56,B01190P,Jln. Kaliabang Rorotan,-6.128157,106.96325,32,4/18/2023 20:08,0
MBKB910T7I67EH,2.52917E+15,dki,Gantar Usamah,F,2006,8K,Batusari - Grogol,1,B02395P,Mediterania Garden Residences,-6.173818,106.7882,5,4/18/2023 19:29,B02635P,Ps. Kopro,-6.176185,106.78364,9,4/18/2023 21:24,3500
CPST087D0D90EI,5.02085E+11,flazz,Janet Rajasa,M,2007,D21,Universitas Indonesia - Lebak Bulus,1,B03069P,RA Kartini,-6.282151,106.77315,3,4/18/2023 17:41,B05266P,SMAN 38,-6.336201,106.83579,33,4/18/2023 19:36,3500
MOAT025G6D83HP,3.56007E+15,dki,"Agnes Hidayanto, M.Farm",F,1995,JAK.74,Terminal Rawamangun - Cipinang Muara,0,B01084P,Jln. Gotong Royong Cipinang Muara,-6.227649,106.89623,0,4/18/2023 20:08,B02336P,Masjid Jami At Taqwa 3,-6.229352,106.89527,1,4/18/2023 21:27,0
BINT490L0Z17NX,3.57818E+15,dki,Daniswara Haryanto,M,1988,JAK.03,Lebak Bulus - Andara,1,B00899P,Jln. Baros,-6.311046,106.784,12,4/18/2023 18:50,B02129P,Lebak Bulus Jak Lingko,-6.289301,106.77299,23,4/18/2023 20:08,0
YNFF116P9E51NB,6.57254E+15,dki,Jais Thamrin,F,1995,,,1,B01618P,Jln. Swadarma Utara VI,-6.227071,106.76054,19,4/18/2023 18:45,B03741P,Sbr. Jln. Kampung Baru V,-6.225077,106.76062,20,4/18/2023 20:32,3500
WMYU404V7E12NW,4.38007E+15,dki,Karma Sihotang,M,1978,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0,B06674P,Tebet Eco Park Selatan 4,-6.239215,106.8519,4,4/18/2023 19:24,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6,4/18/2023 20:59,0
OFXS114U9F49AK,4.21964E+15,dki,"drg. Bancar Wijayanti, S.Sos",F,1999,JIS3,Harmoni - Jakarta International Stadium,0,B03882P,Sbr. Jembatan Item,-6.130197,106.85511,4,4/18/2023 19:17,P00114,Kemayoran Landas Pacu Timur,-6.152181,106.85424,9,4/18/2023 20:50,3500
KPFY018I5D51WV,3.58308E+15,dki,Estiono Rajasa,F,2003,BW9,Monas - Pantai Indah Kapuk,1,B02475P,Monas 1,-6.172531,106.82315,6,4/18/2023 19:09,B02477P,Monas 3,-6.178787,106.82304,8,4/18/2023 20:22,0
IRPD820I8B98BX,3.78459E+14,emoney,"Nurul Handayani, S.Ked",M,1995,S31,Bintaro - Fatmawati,0,B00148P,Bintaro Xchange,-6.286813,106.72865,0,4/18/2023 17:59,,St. MRT Fatmawati,-6.292589,106.7936,2,4/18/2023 19:59,20000
WXFN393Z9Z48DC,2.13194E+14,emoney,Balidin Pradana,F,2003,2B,Harapan Indah - ASMI,0,B05314P,SMKN 33,-6.180671,106.90662,21,4/18/2023 21:07,P00195,Pulo Mas,-6.174736,106.89277,24,4/18/2023 22:00,3500
XVDI970M7O27DW,4.96575E+15,dki,Nasrullah Megantara,M,1982,1,Blok M - Kota,0,P00017,Blok M,-6.243312,106.80175,0,4/18/2023 18:56,P00098,Kali Besar Barat,-6.135355,106.81143,19,4/18/2023 20:47,3500
YLPY705D4W24ZC,6.55282E+15,dki,"T. Ikhsan Maryati, S.Kom",F,1970,12C,Rusun Waduk Pluit - Penjaringan,1,B06295P,Gg. VIII Muara Baru,-6.122869,106.80402,3,4/18/2023 18:36,B06312P,Sbr. Gg. Elektro,-6.114391,106.80278,5,4/18/2023 20:07,0
JYKB261G4N21NO,5.59863E+15,dki,Karsana Budiman,F,1985,3A,Rusun Pesakih - Kalideres,1,B01798P,Kalideres 1,-6.154249,106.70544,0,4/18/2023 20:04,B02760P,Pertamina Kalideres Daan Mogot,-6.15571,106.70927,2,4/18/2023 21:55,0
DGPJ750C2X21PE,4.1456E+15,dki,Emin Nashiruddin,M,1981,M9,Pinang Ranti - Pluit,1,P00297,BNN LRT,-6.245863,106.871143,20,4/18/2023 17:21,P00033,Cawang UKI,-6.250309,106.8736,22,4/18/2023 18:51,3500
WSSM038R5V24HQ,4.34836E+18,brizzi,Ian Nainggolan,M,1983,2,Pulo Gadung - Monas,1,P00063,Gambir 2,-6.178929,106.83106,2,4/18/2023 20:31,P00195,Pulo Mas,-6.174736,106.89277,13,4/18/2023 22:02,3500
JTIZ583I5W36DI,5.78254E+11,flazz,Talia Prayoga,M,1985,S22,Ciputat - Kampung Rambutan,0,B05291P,SMK Darussalam,-6.319946,106.74598,1,4/18/2023 20:38,B03069P,RA Kartini,-6.282151,106.77315,14,4/18/2023 21:48,3500
OFXY058T7B91VH,2.39739E+15,dki,"Ihsan Halimah, S.Pd",F,2009,M13,Puri Beta 2 - Tendean,0,P00221,Seskoal,-6.238064,106.77121,6,4/18/2023 17:54,P00136,Mayestik,-6.241921,106.79077,8,4/18/2023 19:27,3500
WKFF662J8C58LK,1.80091E+14,emoney,Irma Suwarno,F,1996,JAK.85,Bintara - Cipinang Indah,1,B04179P,Sbr. PAUD Bintang Pondok Bambu,-6.245306,106.9058,6,4/18/2023 19:49,B00802P,Institut Teknologi Budi Utomo 1,-6.221862,106.93932,35,4/18/2023 21:46,0
